id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_0h30m,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_1h00m,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_1h30m,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h00m,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.csv_Day7_2h30m,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_3h00m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
0.csv_Day7_3h30m,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_4h00m,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_4h30m,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0.csv_Day7_5h00m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
0.csv_Day7_5h30m,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
0.csv_Day7_6h00m,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,16.979999542236328
0.csv_Day7_6h30m,0.0,-0.0,0.0,0.0,0.009999999776482582,0.009999999776482582,0.0,-0.0,0.07999999821186066
0.csv_Day7_7h00m,0.0,0.0,-0.0,0.0,0.009999999776482582,-0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_7h30m,0.0,0.0,0.10999999940395355,0.7799999713897705,0.009999999776482582,0.28999999165534973,1.0199999809265137,1.7200000286102295,1.7899999618530273
0.csv_Day7_8h00m,2.369999885559082,3.299999952316284,6.550000190734863,6.900000095367432,8.5,7.630000114440918,8.449999809265137,8.859999656677246,10.050000190734863
0.csv_Day7_8h30m,3.5999999046325684,7.630000114440918,7.880000114440918,11.760000228881836,11.59000015258789,12.479999542236328,12.40999984741211,12.319999694824219,61.84000015258789
0.csv_Day7_9h00m,5.539999961853027,8.079999923706055,15.119999885559082,17.780000686645508,18.989999771118164,19.65999984741211,20.25,20.979999542236328,20.790000915527344
0.csv_Day7_9h30m,6.610000133514404,11.789999961853027,17.780000686645508,20.520000457763672,24.90999984741211,25.899999618530273,26.969999313354492,28.5,28.270000457763672
0.csv_Day7_10h00m,9.739999771118164,11.550000190734863,20.93000030517578,26.530000686645508,37.66999816894531,35.40999984741211,34.060001373291016,36.130001068115234,36.709999084472656
0.csv_Day7_10h30m,11.510000228881836,19.40999984741211,26.420000076293945,32.90999984741211,40.880001068115234,41.400001525878906,42.060001373291016,40.5,42.09000015258789
0.csv_Day7_11h00m,15.920000076293945,22.440000534057617,29.239999771118164,33.38999938964844,40.56999969482422,42.4900016784668,42.65999984741211,44.27000045776367,45.029998779296875
0.csv_Day7_11h30m,18.520000457763672,27.889999389648438,29.149999618530273,40.849998474121094,41.540000915527344,43.540000915527344,43.400001525878906,44.54999923706055,46.099998474121094
0.csv_Day7_12h00m,16.149999618530273,29.200000762939453,33.72999954223633,37.84000015258789,40.0099983215332,45.16999816894531,43.4900016784668,46.04999923706055,46.2400016784668
