id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.0,0.0,0.029999999329447746,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_0h30m,0.0,0.0,0.029999999329447746,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_1h00m,0.0,0.0,0.029999999329447746,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_1h30m,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_2h00m,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_2h30m,0.0,0.0,0.029999999329447746,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_3h00m,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_3h30m,0.0,0.0,0.029999999329447746,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_4h00m,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164
0.csv_Day7_4h30m,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.019999999552965164,0.019999999552965164
0.csv_Day7_5h00m,0.0,0.0,0.05000000074505806,0.0,0.0,0.0,0.0,0.07000000029802322,0.019999999552965164
0.csv_Day7_5h30m,0.0,0.0,0.05000000074505806,0.0,0.0,0.0,0.0,0.07999999821186066,0.019999999552965164
0.csv_Day7_6h00m,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.07999999821186066,0.019999999552965164
0.csv_Day7_6h30m,0.009999999776482582,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.07999999821186066,0.019999999552965164
0.csv_Day7_7h00m,0.009999999776482582,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.09000000357627869,0.05000000074505806
0.csv_Day7_7h30m,0.3400000035762787,0.6299999952316284,0.9700000286102295,1.2000000476837158,1.3200000524520874,1.690000057220459,2.0199999809265137,3.7899999618530273,6.139999866485596
0.csv_Day7_8h00m,1.5,2.8399999141693115,4.230000019073486,5.5,6.25,8.59000015258789,8.789999961853027,15.520000457763672,22.889999389648438
0.csv_Day7_8h30m,2.8399999141693115,5.380000114440918,7.699999809265137,9.979999542236328,10.569999694824219,14.100000381469727,14.829999923706055,19.729999542236328,28.969999313354492
0.csv_Day7_9h00m,5.039999961853027,9.319999694824219,11.899999618530273,16.399999618530273,16.579999923706055,21.600000381469727,24.110000610351562,28.889999389648438,39.220001220703125
0.csv_Day7_9h30m,7.309999942779541,13.420000076293945,15.949999809265137,21.43000030517578,21.280000686645508,24.579999923706055,27.510000228881836,31.25,40.619998931884766
0.csv_Day7_10h00m,16.15999984741211,25.270000457763672,29.760000228881836,32.91999816894531,35.15999984741211,34.5,33.47999954223633,35.08000183105469,42.75
0.csv_Day7_10h30m,20.959999084472656,29.020000457763672,33.7599983215332,35.0099983215332,38.529998779296875,35.83000183105469,35.04999923706055,34.970001220703125,37.810001373291016
0.csv_Day7_11h00m,19.899999618530273,29.68000030517578,33.59000015258789,38.939998626708984,41.900001525878906,40.810001373291016,43.970001220703125,47.2599983215332,54.90999984741211
0.csv_Day7_11h30m,14.619999885559082,24.030000686645508,27.719999313354492,34.88999938964844,35.41999816894531,37.7400016784668,41.20000076293945,45.119998931884766,55.279998779296875
0.csv_Day7_12h00m,15.399999618530273,25.049999237060547,28.690000534057617,36.27000045776367,36.79999923706055,40.11000061035156,43.970001220703125,48.15999984741211,59.08000183105469
0.csv_Day7_12h30m,20.389999389648438,29.690000534057617,33.630001068115234,38.97999954223633,41.84000015258789,41.810001373291016,43.400001525878906,46.09000015258789,55.2400016784668
0.csv_Day7_13h00m,16.75,26.510000228881836,30.059999465942383,36.58000183105469,38.06999969482422,40.9900016784668,42.31999969482422,45.43000030517578,56.18000030517578
0.csv_Day7_13h30m,10.329999923706055,17.989999771118164,20.940000534057617,30.610000610351562,29.139999389648438,37.95000076293945,42.709999084472656,48.599998474121094,64.37000274658203
0.csv_Day7_14h00m,13.130000114440918,21.559999465942383,24.3700008392334,31.68000030517578,32.380001068115234,34.58000183105469,36.599998474121094,38.619998931884766,48.720001220703125
0.csv_Day7_14h30m,14.789999961853027,23.780000686645508,26.40999984741211,32.59000015258789,34.61000061035156,34.970001220703125,36.33000183105469,37.560001373291016,46.04999923706055
0.csv_Day7_15h00m,14.050000190734863,22.31999969482422,24.290000915527344,28.760000228881836,31.0,29.049999237060547,29.260000228881836,29.030000686645508,34.029998779296875
0.csv_Day7_15h30m,8.460000038146973,14.8100004196167,16.90999984741211,23.59000015258789,23.040000915527344,24.799999237060547,27.030000686645508,25.989999771118164,36.56999969482422
0.csv_Day7_16h00m,4.019999980926514,7.039999961853027,8.789999961853027,13.930000305175781,12.779999732971191,13.4399995803833,15.729999542236328,15.600000381469727,24.350000381469727
0.csv_Day7_16h30m,0.75,1.649999976158142,2.7699999809265137,5.360000133514404,5.059999942779541,6.170000076293945,6.309999942779541,8.609999656677246,19.280000686645508
0.csv_Day7_17h00m,0.019999999552965164,0.0,0.0,0.7300000190734863,0.6200000047683716,0.5099999904632568,0.4000000059604645,0.14000000059604645,0.6299999952316284
0.csv_Day7_17h30m,0.019999999552965164,0.0,0.0,0.6100000143051147,0.38999998569488525,0.3700000047683716,0.27000001072883606,0.10999999940395355,0.41999998688697815
0.csv_Day7_18h00m,0.0,0.0,0.0,0.029999999329447746,0.05999999865889549,0.1599999964237213,0.07000000029802322,0.03999999910593033,0.009999999776482582
0.csv_Day7_18h30m,0.0,0.0,0.0,0.019999999552965164,0.03999999910593033,0.09000000357627869,0.03999999910593033,0.03999999910593033,0.009999999776482582
0.csv_Day7_19h00m,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.029999999329447746,0.009999999776482582
0.csv_Day7_19h30m,0.0,0.0,0.009999999776482582,0.029999999329447746,0.0,0.0,0.0,0.029999999329447746,0.009999999776482582
0.csv_Day7_20h00m,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.0,0.019999999552965164,0.009999999776482582
0.csv_Day7_20h30m,0.0,0.0,0.019999999552965164,0.0,0.0,0.009999999776482582,0.0,0.009999999776482582,0.009999999776482582
0.csv_Day7_21h00m,0.0,0.009999999776482582,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.07000000029802322
0.csv_Day7_21h30m,0.0,0.009999999776482582,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,0.07000000029802322
0.csv_Day7_22h00m,0.0,0.009999999776482582,0.0,0.0,0.0,0.009999999776482582,0.009999999776482582,0.0,0.11999999731779099
