id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_0h30m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_1h00m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_1h30m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_2h00m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_2h30m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_3h00m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_3h30m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_4h00m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_4h30m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_5h00m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_5h30m,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_6h00m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_6h30m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_7h00m,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
0.csv_Day7_7h30m,0.8199999928474426,1.7100000381469727,2.25,2.3399999141693115,2.3299999237060547,3.119999885559082,7.239999771118164,9.25,8.609999656677246
0.csv_Day7_8h00m,0.9399999976158142,1.7999999523162842,3.890000104904175,4.400000095367432,7.820000171661377,8.579999923706055,16.520000457763672,17.31999969482422,21.290000915527344
0.csv_Day7_8h30m,1.6699999570846558,2.619999885559082,3.369999885559082,6.010000228881836,10.510000228881836,16.3799991607666,18.700000762939453,24.31999969482422,30.549999237060547
0.csv_Day7_9h00m,6.300000190734863,8.640000343322754,14.470000267028809,15.399999618530273,21.040000915527344,23.579999923706055,23.549999237060547,30.110000610351562,35.779998779296875
0.csv_Day7_9h30m,14.319999694824219,19.700000762939453,21.049999237060547,21.90999984741211,24.170000076293945,27.34000015258789,30.68000030517578,27.360000610351562,32.43000030517578
0.csv_Day7_10h00m,19.110000610351562,25.260000228881836,27.549999237060547,27.65999984741211,28.6200008392334,31.469999313354492,37.86000061035156,32.0099983215332,34.54999923706055
0.csv_Day7_10h30m,18.920000076293945,24.510000228881836,26.860000610351562,29.65999984741211,33.220001220703125,36.040000915527344,40.84000015258789,36.68000030517578,37.58000183105469
0.csv_Day7_11h00m,19.959999084472656,27.049999237060547,31.920000076293945,35.29999923706055,35.619998931884766,41.310001373291016,41.56999969482422,38.029998779296875,41.7599983215332
0.csv_Day7_11h30m,19.719999313354492,27.18000030517578,30.139999389648438,33.18000030517578,30.209999084472656,39.2400016784668,38.849998474121094,34.06999969482422,37.29999923706055
0.csv_Day7_12h00m,19.399999618530273,27.059999465942383,29.719999313354492,32.97999954223633,28.309999465942383,39.380001068115234,38.20000076293945,32.099998474121094,36.0
