id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582
0.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5
0.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999701976776
0.csv_Day7_7h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000001192092896
0.csv_Day7_7h30m,0.17000000178813934,0.3149999976158142,0.5400000214576721,0.9900000095367432,0.6650000214576721,0.9900000095367432,1.5199999809265137,2.755000114440918,7.375
0.csv_Day7_8h00m,1.2200000286102295,2.319999933242798,4.059999942779541,4.949999809265137,7.034999847412109,8.104999542236328,8.619999885559082,12.190000534057617,22.09000015258789
0.csv_Day7_8h30m,2.254999876022339,4.0,5.534999847412109,7.994999885559082,10.539999961853027,13.289999961853027,13.619999885559082,16.024999618530273,46.19499969482422
0.csv_Day7_9h00m,5.289999961853027,8.360000610351562,13.184999465942383,15.899999618530273,17.78499984741211,20.630001068115234,21.899999618530273,24.934999465942383,37.5
0.csv_Day7_9h30m,6.960000038146973,12.604999542236328,16.864999771118164,20.975000381469727,22.725000381469727,25.239999771118164,27.239999771118164,27.93000030517578,36.525001525878906
0.csv_Day7_10h00m,12.949999809265137,18.405000686645508,24.239999771118164,27.095001220703125,31.889999389648438,32.98500061035156,33.77000045776367,33.54499816894531,39.72999954223633
0.csv_Day7_10h30m,15.21500015258789,21.959999084472656,26.639999389648438,31.28499984741211,35.875,35.935001373291016,37.94499969482422,35.82500076293945,39.95000076293945
