id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.260000228881836
0.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034999996423721313
0.csv_Day7_7h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999552965164
0.csv_Day7_7h30m,0.2549999952316284,0.4724999964237213,0.7549999952316284,1.0950000286102295,0.9925000667572021,1.340000033378601,1.7699999809265137,3.2725000381469727,6.757499694824219
0.csv_Day7_8h00m,1.3600000143051147,2.5799999237060547,4.144999980926514,5.224999904632568,7.427499771118164,8.342499732971191,8.704999923706055,13.855000495910645,21.690000534057617
0.csv_Day7_8h30m,2.547499895095825,4.690000057220459,6.617499828338623,8.987499237060547,10.555000305175781,13.694999694824219,14.225000381469727,17.877498626708984,38.37249755859375
0.csv_Day7_9h00m,5.414999961853027,8.5,13.827499389648438,16.149999618530273,18.387500762939453,21.115001678466797,22.724998474121094,26.912498474121094,36.63999938964844
0.csv_Day7_9h30m,7.135000228881836,13.012499809265137,17.322500228881836,21.202499389648438,23.447500228881836,25.56999969482422,27.375,28.21500015258789,34.477500915527344
0.csv_Day7_10h00m,14.555000305175781,21.832500457763672,25.895000457763672,27.377500534057617,33.525001525878906,33.74250030517578,33.915000915527344,34.3125,38.220001220703125
0.csv_Day7_10h30m,17.067501068115234,23.235000610351562,26.75,32.09749984741211,37.20249938964844,35.98750305175781,39.39250183105469,36.25250244140625,38.880001068115234
0.csv_Day7_11h00m,18.904998779296875,25.897499084472656,31.25,34.82250213623047,39.33250045776367,41.185001373291016,42.38749694824219,42.709999084472656,47.5
0.csv_Day7_11h30m,17.545000076293945,26.392499923706055,28.792499542236328,34.462501525878906,34.11750030517578,38.8650016784668,40.61250305175781,41.93000030517578,48.394996643066406
0.csv_Day7_12h00m,15.962499618530273,26.557498931884766,29.462499618530273,35.44750213623047,34.67749786376953,39.9275016784668,42.167503356933594,42.5625,49.45000457763672
0.csv_Day7_12h30m,18.28499984741211,26.119998931884766,29.907501220703125,33.647499084472656,36.869998931884766,41.38750076293945,41.50749969482422,43.3125,47.747501373291016
0.csv_Day7_13h00m,15.604999542236328,25.52750015258789,28.457500457763672,33.5625,32.970001220703125,40.66749954223633,40.17250061035156,39.275001525878906,45.83000183105469
0.csv_Day7_13h30m,15.90999984741211,21.454999923706055,22.424999237060547,29.692501068115234,28.709999084472656,37.375,38.29999923706055,37.51499938964844,46.14500045776367
0.csv_Day7_14h00m,12.782499313354492,23.532501220703125,24.06999969482422,30.427501678466797,30.29250144958496,34.61000061035156,34.657501220703125,32.592498779296875,39.12750244140625
0.csv_Day7_14h30m,15.232500076293945,22.02750015258789,23.744998931884766,28.604999542236328,29.424999237060547,33.67250061035156,33.25749969482422,31.53999900817871,36.20249938964844
0.csv_Day7_15h00m,13.587499618530273,20.342498779296875,20.36750030517578,26.55000114440918,21.167499542236328,27.11750030517578,27.93000030517578,26.69499969482422,29.237499237060547
0.csv_Day7_15h30m,7.945000171661377,13.452500343322754,14.930000305175781,20.18000030517578,17.357501983642578,22.369998931884766,21.782501220703125,19.045000076293945,26.235000610351562
0.csv_Day7_16h00m,2.864999771118164,5.477499961853027,6.362500190734863,12.572500228881836,11.747499465942383,12.452499389648438,13.962499618530273,13.947500228881836,21.462499618530273
0.csv_Day7_16h30m,0.5625,1.2374999523162842,2.1624999046325684,4.262499809265137,3.9649999141693115,4.997499942779541,5.377499580383301,6.8125,20.77750015258789
0.csv_Day7_17h00m,0.0,0.0,0.0,0.0,0.0,0.014999999664723873,0.0,0.10500000417232513,0.17999999225139618
0.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.08999999612569809,0.0,0.0,0.11249999701976776
0.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455
0.csv_Day7_18h30m,0.0,0.0,0.0,0.007499999832361937,0.0,0.0,0.0,0.0,0.0024999999441206455
0.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455
0.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455
0.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455
0.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455
0.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017500000074505806
0.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017500000074505806
0.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999329447746
0.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999329447746
0.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02250000089406967
0.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02250000089406967
0.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
0.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291
